date,user,is_retweet,is_quote,text,quoted_text
2020-03-17 20:47:11,_dog_soldier_,True,True,RT @BrianDeCesare: #Biden2020
This is the world you're calling for. The establishment spits people up and chews them out, and you clap and…,Last night, we lost an incredibly devout Berner, to suicide. He is one of many examples of ppl who feel as if their life depends on Bernie + M4A. It’s so easy for ppl to say “awww that’s so sad”, but fuck that! If you’re voting for someone who isn’t gonna change a damn thing 1/ https://t.co/zb4t7Mnx01
2020-03-17 20:47:12,FavorofGod7,False,False,@JoeBiden We need a President who will lift up the Name of JESUS and stand on HIS WORD.  TRUST IN THE LORD FOREVER!,
2020-03-17 20:47:12,GailHorn,True,False,RT @JoeBiden: Elections are happening today in Arizona, Florida, and Illinois. I encourage folks to vote by mail or curbside vote if you ca…,
2020-03-17 20:47:12,Snowflake7052,True,False,RT @SecretService: The Secret Service has initiated full protective coverage for Democratic Presidential Candidate and Former Vice Presiden…,
2020-03-17 20:47:12,shanafowler,True,False,RT @BryanDawsonUSA: .@JoeBiden said he was “one of the first guys to introduce a climate change bill, way, way back.” Is that true?

YES.…,
2020-03-17 20:47:12,Smokey18399676,True,False,RT @RobinLynneKelly: This morning, I proudly cast my vote in Illinois for the next President of the United States, @JoeBiden.

I strongly u…,
2020-03-17 20:47:12,NammaN63,False,False,@PagetKagy @BernieSanders @JoeBiden @realDonaldTrump @TheDemocrats Because Joe is sleepy Joe.
Because Bernie is a broken record.
Because #YangWasRight,
2020-03-17 20:47:12,StevetheUPSguy,False,False,@travisakers @JoeBiden Amy would be fine with me... also Harris, Warren, Abrams, or any of the incredible women in the Party.,
2020-03-17 20:47:14,oceanslandair,False,False,@mikememoli @JoeBiden Our next president,
2020-03-17 20:47:14,AndrewHektor,False,False,@Champagne_CHNO @JoeBiden @BernieSanders Truly the bond of their friendship,,
2020-03-17 20:47:14,1artniece2,True,True,RT @VeritasVital: It means handlers are cut off.,The Secret Service has initiated full protective coverage for Democratic Presidential Candidate and Former Vice President @JoeBiden. See what that means in this video. https://t.co/wBRfmtGUa8
2020-03-17 20:47:14,capricorncita,True,False,RT @BryanDawsonUSA: .@JoeBiden said he was “one of the first guys to introduce a climate change bill, way, way back.” Is that true?

YES.…,
2020-03-17 20:47:14,KathieKirin,True,False,RT @JoeBiden: Elections are happening today in Arizona, Florida, and Illinois. I encourage folks to vote by mail or curbside vote if you ca…,
2020-03-17 20:47:15,Kien_fe,False,True,@BernieSanders and @JoeBiden might as well start stockpiling flavored condoms. So when they start sucking trump off they wont have to taste him. Its unfathomable that presidential candidates can be this stupid not to realize what would truly benefit the people they claim to help,Thank you to @AndrewYang for your leadership in this area 👏👏 - it's the right move at the right time for our country and the most affected citizens
https://t.co/NKt2FCPjq1
2020-03-17 20:47:15,jtcinct,True,True,RT @sanosbo1: Won’t cost her the VP.. Romney’s deal- a one time payment is $1000 @KamalaHarris says $500 per month..which means  reoccurrin…,A Democratic Senator is proposing up to $500 per month per family while Republican @MittRomney is advocating for every person to get $1,000 — &amp; he lives in Utah where the cost of living is a fraction of California. This may have just cost @SenKamalaHarris the VP nomination. https://t.co/Q1Tduqsw40
2020-03-17 20:47:15,Twitlertwit,True,False,RT @ericisaac: .@BernieSanders isn’t encouraging people to put themselves at risk while directing them to CDC safety guidelines. @JoeBiden…,
2020-03-17 20:47:15,FuckBarrel_PAC,True,False,RT @JordanChariton: MY GUT-@tomperez @dnc seem to be coordinating later states 2 postpone primaries while KEEPING 2DA's PRIMARIES GOING in…,
