date,user,is_retweet,is_quote,text,quoted_text
2020-03-20 16:14:50,a2housing,True,False,RT @BernieSanders: The crisis we face from coronavirus is on the scale of a major war.

Read our principles for responding to the health ca…,
2020-03-20 16:14:51,edmartineztx,True,True,RT @katiecannon2: @ddayen @ppolitics @Sludge Biden killed a Sanders amendment that would have prevented price gouging on pharmaceuticals.…,How the Senate, by snuffing out an amendment pushed through the House by Bernie Sanders, paved the way for coronavirus profiteering https://t.co/lBXPgAZPFW by @ryangrim, @aidachavez
2020-03-20 16:14:51,BernieOrBust,True,False,RT @RadioGeisha: @dgendvil A moot point. Biden will not be the nominee and won't EVER be President. Wasted breath on both their parts. Let'…,
2020-03-20 16:14:51,mofarooqi,False,False,How come the billionaires aren't bundling together money to make a fund that will pay every American some relief money? Instead the middle class has to sacrifice. Rich people are greedy by nature, not smart or hardworking.  Income inequality in a nutshell. #bernie2020,
2020-03-20 16:14:51,TamaCinema,True,False,RT @updates_bitch: Today was the day Bernie Sanders became President  https://t.co/LbXFodxsqU,
2020-03-20 16:14:52,america_vest,False,True,Some highlights from the show:

"There is no other Bernie is this race." https://t.co/EZnp6rrjUO,Me and @NialElkim explain the tulsi grift starting at the 1:06 mark 🤙🏾🤙🏾

Give it a watch https://t.co/MQr3Ogv60x
2020-03-20 16:14:52,ChristianLonsin,False,False,@whambamnothanku @BernieSanders You wish.,
2020-03-20 16:14:52,Bill_Cimbrelo,True,True,RT @Bill_Cimbrelo: #GoGreen! Join @GreenPartyUS and let's end the duopoly!
We are at a turning point that we can't afford to pass up.
I am…,Democrats are proving that, in times of crisis, both sides don’t do it

The @DNC is a #TotalFailure
https://t.co/vgCnvP8Exk
2020-03-20 16:14:52,Ppl4the,True,False,RT @ttagaris: .@BernieSanders has taken the tools powering his campaign:

* Email List
* Mass Text List
* Peer to Peer Texting
* Dialer
* S…,
2020-03-20 16:14:52,NoFascistLies,True,False,RT @StoicGiraffee: @deep_mowgli @NoFascistLies Yes, yes we do expect our next president to be working on this before they take office. Its…,
2020-03-20 16:14:52,erickcartman99,True,True,RT @MZHemingway: I missed this in February but this sound about right. https://t.co/bF3YX9OXPk,Political distribution of journalists based on their Twitter networks, from new paper by @JohnHolbein1. 

The modal journalist is somewhere between Bernie Sanders and AOC. https://t.co/EGJN82yCLo
2020-03-20 16:14:52,SexoGratweeto,False,True,He’s doing it, the absolute mad man,.@BernieSanders has taken the tools powering his campaign:

* Email List
* Mass Text List
* Peer to Peer Texting
* Dialer
* Social Media Channels

And used them to educate &amp; activate people around his coronavirus response and raise big-money for charities helping people imapcted.
2020-03-20 16:14:52,_alicecolex,True,False,RT @DannyDeVito: Stay safe my friends. Stay Strong Bernie. We need you.,
2020-03-20 16:14:53,spp123steve12,False,False,@ThomB01 @shaunking @JoeBiden WHAT!?! Bernie has been all over the place and introducing bills. I haven't seen Biden in days to a week!!!,
2020-03-20 16:14:53,AsianOntari,False,False,@Sinizt3r1 @AntagonEyeZing @liamoonlight2 @AnCoolUsername @rick_hennig @FlyThaiMMA @TulsiGabbard @DNC I agree that it should’ve been delayed, but unfortunately for all parties it still happened. I personally believe a similar result would’ve happened (especially with Bernie’s popularity in Florida). For the record I like Bernie and don’t think he’s some commie,
2020-03-20 16:14:53,Alseidh,False,False,@GOP_r_cowards @BernieSanders @SenSanders I guess I’m misguided if I want our politicians to be the best people this Country has to offer and not people who were picked by the corporate elites.,
2020-03-20 16:14:54,RobbSatt,False,False,@dcm3813 @tomwatson @AlasscanIsBack @SenSanders https://t.co/NPn2wsaYjK,
